time_ms,voltage_mV,m,h,n
25.325000000000003,-55.59462832834486,0.1344526878533532,0.438711079803732,0.40203817798999286
25.35,-55.499937039496864,0.13547488207269193,0.438078969372486,0.4023753044478127
25.375,-55.40286037832781,0.13652184338649245,0.4374358293376222,0.40271903724802643
25.4,-55.30326413921372,0.13759485304062435,0.4367813155575646,0.40306957189515036
25.425,-55.20100450160252,0.13869528033136122,0.43611506193991295,0.40342711628255623
25.450000000000003,-55.09592716949533,0.13982459014373905,0.4354366786858756,0.4037918916435145
25.475,-54.98786641839923,0.14098435126571612,0.43474575035949253,0.40416413359327114
25.5,-54.8766440380984,0.14217624557161979,0.4340418337606204,0.404544093272603
25.525,-54.76206815790534,0.14340207818129574,0.4333244555776954,0.4049320386046948
25.55,-54.643931939093825,0.144663788716327,0.43259310979285437,0.4053282556788038
25.575000000000003,-54.52201211693015,0.14596346379200356,0.431847254807999,0.40573305027604395
25.6,-54.39606737204835,0.1473033509038361,0.4310863102557214,0.4061467495547931
25.625,-54.26583650778702,0.14868587389080026,0.4303096534535508,0.40656970391574654
25.65,-54.13103640643159,0.15011365018477998,0.4295166154535769,0.4070022890695757
25.675,-53.99135973298203,0.15158951008756882,0.4287064766319682,0.4074449083335823
25.700000000000003,-53.84647234996304,0.15311651835413884,0.42787846175401745,0.4078979951877548
25.725,-53.69601040075603,0.15469799840475146,0.42703173443982817,0.4083620161253524
25.75,-53.53957701177064,0.15633755954010883,0.426165390943282,0.4088374738386953
25.775,-53.37673855525439,0.15803912759465497,0.4252784531420811,0.409324910787403
25.8,-53.207020404379115,0.1598069795351862,0.4243698606189433,0.4098249132040926
25.825000000000003,-53.0299021000913,0.16164578259735093,0.4234384616928216,0.41033811560177846
25.85,-52.84481183464,0.16356063865417184,0.42248300323356197,0.4108652058582218
25.875,-52.65112013916792,0.16555713463173408,0.42150211906275536,0.4114069309656229
25.9,-52.448132641609845,0.16764139993176305,0.4204943167065185,0.41196410354982577
25.925,-52.23508173556885,0.16982017199398866,0.4194579622210881,0.41253760928217875
25.950000000000003,-52.01111696981966,0.17210087133911464,0.41839126275764654,0.41312841533010625
25.975,-51.77529393035017,0.1744916876834875,0.4172922464664541,0.4137375800201943
26.0,-51.52656134081914,0.17700167901850133,0.4161587392593791,0.4143662639213258
26.025000000000002,-51.263746051002755,0.17964088591287408,0.4149883378508349,0.41501574259653523
26.05,-50.98553551376111,0.18242046373830648,0.4137783783757121,0.4156874213226031
26.075,-50.690457266194535,0.18535283605601044,0.41252589973394366,0.4163828521382347
26.1,-50.37685482614003,0.18845187305434938,0.41122760062858166,0.41710375365784536
26.125,-50.04285928619831,0.19173309972220204,0.40987978904023165,0.41785203418213734
26.150000000000002,-49.686355728174554,0.19521393940973591,0.4084783226068201,0.4186298187534038
